onset	duration	sample	trial_type	stim_file	value
7.1279	0.0	7300	response	n/a	202
11.3838	0.2	11658	stimulus	n/a	51
11.9043	0.0	12191	response	n/a	201
12.8174	0.2	13126	stimulus	n/a	53
13.3760	0.0	13698	response	n/a	201
14.3330	0.2	14678	stimulus	n/a	51
14.8877	0.0	15246	response	n/a	201
15.8154	0.2	16196	stimulus	n/a	51
16.3604	0.0	16754	response	n/a	201
17.2656	0.2	17681	stimulus	n/a	51
17.7842	0.0	18212	response	n/a	201
18.8477	0.2	19301	stimulus	n/a	52
19.3760	0.0	19842	response	n/a	201
20.3643	0.2	20854	stimulus	n/a	52
20.8877	0.0	21390	response	n/a	201
21.8467	0.2	22372	stimulus	n/a	52
22.3516	0.0	22889	response	n/a	201
23.3301	0.2	23891	stimulus	n/a	55
23.9043	0.0	24479	response	n/a	201
24.8457	0.2	25443	stimulus	n/a	54
25.6396	0.0	26256	response	n/a	201
26.3457	0.2	26979	stimulus	n/a	55
27.2637	0.0	27919	response	n/a	201
27.8779	0.2	28548	stimulus	n/a	54
28.4639	0.0	29148	response	n/a	201
29.4775	0.2	30186	stimulus	n/a	55
29.9834	0.0	30704	response	n/a	201
30.9434	0.2	31687	stimulus	n/a	55
31.4717	0.0	32228	response	n/a	201
32.4268	0.2	33206	stimulus	n/a	55
32.9678	0.0	33760	response	n/a	201
33.9258	0.2	34741	stimulus	n/a	52
34.4395	0.0	35267	response	n/a	201
35.5088	0.2	36362	stimulus	n/a	51
36.0713	0.0	36938	response	n/a	201
36.9912	0.2	37880	stimulus	n/a	53
37.5439	0.0	38446	response	n/a	201
38.5576	0.2	39484	stimulus	n/a	51
39.2070	0.0	40149	response	n/a	201
40.0068	0.2	40968	stimulus	n/a	52
40.5674	0.0	41542	response	n/a	201
41.4404	0.2	42436	stimulus	n/a	52
41.9990	0.0	43008	response	n/a	201
43.0059	0.2	44039	stimulus	n/a	51
43.5752	0.0	44622	response	n/a	201
44.5225	0.2	45592	stimulus	n/a	55
45.0234	0.0	46105	response	n/a	201
45.9551	0.2	47059	stimulus	n/a	55
46.5430	0.0	47661	response	n/a	201
47.5215	0.2	48663	stimulus	n/a	54
48.0957	0.0	49251	response	n/a	201
48.9873	0.2	50164	stimulus	n/a	53
49.5117	0.0	50701	response	n/a	201
50.5039	0.2	51717	stimulus	n/a	54
51.1191	0.0	52347	response	n/a	201
52.0693	0.2	53320	stimulus	n/a	52
52.5830	0.0	53846	response	n/a	201
53.5693	0.2	54856	stimulus	n/a	52
54.1270	0.0	55427	response	n/a	201
55.1182	0.2	56442	stimulus	n/a	55
55.7188	0.0	57057	response	n/a	201
56.6016	0.2	57961	stimulus	n/a	51
57.1436	0.0	58516	response	n/a	201
58.1006	0.2	59496	stimulus	n/a	52
58.6152	0.0	60023	response	n/a	201
59.6338	0.2	61066	stimulus	n/a	53
60.1191	0.0	61563	response	n/a	201
61.0996	0.2	62567	stimulus	n/a	51
61.6787	0.0	63160	response	n/a	202
62.6328	0.2	64137	stimulus	n/a	54
63.2314	0.0	64750	response	n/a	201
64.1152	0.2	65655	stimulus	n/a	52
64.7588	0.0	66314	response	n/a	201
65.5977	0.2	67173	stimulus	n/a	54
66.1270	0.0	67715	response	n/a	201
67.1807	0.2	68794	stimulus	n/a	52
67.6309	0.0	69255	response	n/a	201
68.6133	0.2	70261	stimulus	n/a	53
69.1748	0.0	70836	response	n/a	201
70.1963	0.2	71882	stimulus	n/a	51
71.1270	0.0	72835	response	n/a	202
95.7373	0.2	98036	stimulus	n/a	44
96.4941	0.0	98811	response	n/a	201
97.1367	0.2	99469	stimulus	n/a	45
97.7500	0.0	100097	response	n/a	201
98.6201	0.2	100988	stimulus	n/a	42
99.1982	0.0	101580	response	n/a	201
100.1191	0.2	102523	stimulus	n/a	41
100.7822	0.0	103202	response	n/a	201
101.6182	0.2	104058	stimulus	n/a	45
102.2061	0.0	104660	response	n/a	201
103.1846	0.2	105662	stimulus	n/a	45
103.8223	0.0	106315	response	n/a	201
104.7178	0.2	107232	stimulus	n/a	41
105.1982	0.0	107724	response	n/a	201
106.3164	0.2	108869	stimulus	n/a	43
106.8379	0.0	109403	response	n/a	201
107.8662	0.2	110456	stimulus	n/a	42
108.4141	0.0	111017	response	n/a	201
109.4326	0.2	112060	stimulus	n/a	42
109.8623	0.0	112500	response	n/a	201
110.9648	0.2	113629	stimulus	n/a	43
111.5820	0.0	114261	response	n/a	201
112.4980	0.2	115199	stimulus	n/a	42
113.1104	0.0	115826	response	n/a	201
114.0811	0.2	116820	stimulus	n/a	42
114.5498	0.0	117300	response	n/a	201
115.5137	0.2	118287	stimulus	n/a	41
116.1660	0.0	118955	response	n/a	201
117.0967	0.2	119908	stimulus	n/a	42
117.7900	0.0	120618	response	n/a	201
118.5957	0.2	121443	stimulus	n/a	41
119.4775	0.0	122346	response	n/a	201
120.1455	0.2	123030	stimulus	n/a	45
121.0615	0.0	123968	response	n/a	201
121.7109	0.2	124633	stimulus	n/a	44
122.3574	0.0	125295	response	n/a	201
123.2607	0.2	126220	stimulus	n/a	43
123.8535	0.0	126827	response	n/a	201
124.7939	0.2	127790	stimulus	n/a	43
125.4854	0.0	128498	response	n/a	201
126.2100	0.2	129240	stimulus	n/a	44
126.8691	0.0	129915	response	n/a	201
127.7422	0.2	130809	stimulus	n/a	44
128.4375	0.0	131521	response	n/a	201
129.2256	0.2	132328	stimulus	n/a	41
130.0059	0.0	133127	response	n/a	201
130.7412	0.2	133880	stimulus	n/a	42
131.6055	0.0	134765	response	n/a	201
132.1914	0.2	135365	stimulus	n/a	45
133.2773	0.0	136477	response	n/a	201
133.5908	0.2	136798	stimulus	n/a	43
134.3975	0.0	137624	response	n/a	201
135.1396	0.2	138384	stimulus	n/a	45
135.9092	0.0	139172	response	n/a	201
136.6396	0.2	139920	stimulus	n/a	44
137.4297	0.0	140729	response	n/a	201
138.2217	0.2	141540	stimulus	n/a	41
138.8857	0.0	142220	response	n/a	201
139.7217	0.2	143076	stimulus	n/a	44
140.3252	0.0	143694	response	n/a	201
141.1709	0.2	144560	stimulus	n/a	41
141.9648	0.0	145373	response	n/a	201
142.6709	0.2	146096	stimulus	n/a	44
143.4697	0.0	146914	response	n/a	201
144.1533	0.2	147614	stimulus	n/a	45
145.4375	0.0	148929	response	n/a	201
145.5527	0.2	149047	stimulus	n/a	45
146.3730	0.0	149887	response	n/a	201
147.0186	0.2	150548	stimulus	n/a	41
147.5977	0.0	151141	response	n/a	201
148.6016	0.2	152169	stimulus	n/a	44
149.1328	0.0	152713	response	n/a	201
150.0342	0.2	153636	stimulus	n/a	41
150.7490	0.0	154368	response	n/a	201
151.6006	0.2	155240	stimulus	n/a	42
152.2852	0.0	155941	response	n/a	201
153.0840	0.2	156759	stimulus	n/a	45
153.6934	0.0	157383	response	n/a	201
154.5498	0.2	158260	stimulus	n/a	42
155.1328	0.0	158857	response	n/a	201
167.8945	0.2	171925	stimulus	n/a	24
168.3486	0.0	172390	response	n/a	201
169.3945	0.2	173461	stimulus	n/a	23
169.8047	0.0	173881	response	n/a	201
170.8438	0.2	174945	stimulus	n/a	22
171.3564	0.0	175470	response	n/a	202
172.2764	0.2	176412	stimulus	n/a	21
172.8203	0.0	176969	response	n/a	201
173.6924	0.2	177862	stimulus	n/a	23
174.3564	0.0	178542	response	n/a	201
175.2422	0.2	179449	stimulus	n/a	23
175.7168	0.0	179935	response	n/a	201
176.8086	0.2	181053	stimulus	n/a	25
177.3486	0.0	181606	response	n/a	201
178.2910	0.2	182571	stimulus	n/a	22
178.9727	0.0	183269	response	n/a	201
179.7070	0.2	184021	stimulus	n/a	21
180.4609	0.0	184793	response	n/a	201
181.1904	0.2	185540	stimulus	n/a	21
181.8047	0.0	186169	response	n/a	201
182.6729	0.2	187058	stimulus	n/a	24
183.3486	0.0	187750	response	n/a	201
184.2393	0.2	188662	stimulus	n/a	22
184.9004	0.0	189339	response	n/a	201
185.7383	0.2	190197	stimulus	n/a	24
186.5000	0.0	190977	response	n/a	201
187.2549	0.2	191750	stimulus	n/a	24
187.8125	0.0	192321	response	n/a	201
188.7041	0.2	193234	stimulus	n/a	25
189.3643	0.0	193910	response	n/a	201
190.3037	0.2	194872	stimulus	n/a	25
190.9238	0.0	195507	response	n/a	201
191.7363	0.2	196339	stimulus	n/a	24
192.3965	0.0	197015	response	n/a	201
193.1855	0.2	197823	stimulus	n/a	24
193.8359	0.0	198489	response	n/a	201
194.6191	0.2	199291	stimulus	n/a	23
195.3242	0.0	200013	response	n/a	201
196.0850	0.2	200792	stimulus	n/a	25
197.0605	0.0	201791	response	n/a	201
197.5176	0.2	202259	stimulus	n/a	25
198.1797	0.0	202937	response	n/a	201
199.1006	0.2	203880	stimulus	n/a	23
199.6123	0.0	204404	response	n/a	201
200.6494	0.2	205466	stimulus	n/a	24
201.1162	0.0	205944	response	n/a	201
202.0498	0.2	206900	stimulus	n/a	25
202.6523	0.0	207517	response	n/a	201
203.4658	0.2	208350	stimulus	n/a	22
204.0283	0.0	208926	response	n/a	201
204.9316	0.2	209851	stimulus	n/a	23
205.6123	0.0	210548	response	n/a	201
206.3311	0.2	211284	stimulus	n/a	22
206.9482	0.0	211916	response	n/a	202
207.8643	0.2	212854	stimulus	n/a	24
208.3721	0.0	213374	response	n/a	201
209.3965	0.2	214423	stimulus	n/a	22
210.0518	0.0	215094	response	n/a	201
210.8633	0.2	215925	stimulus	n/a	25
211.4834	0.0	216560	response	n/a	201
212.3125	0.2	217409	stimulus	n/a	23
213.1396	0.0	218256	response	n/a	201
213.8613	0.2	218995	stimulus	n/a	22
214.4834	0.0	219632	response	n/a	201
215.3945	0.2	220565	stimulus	n/a	25
216.0361	0.0	221222	response	n/a	201
216.8945	0.2	222101	stimulus	n/a	22
217.6357	0.0	222860	response	n/a	201
218.4102	0.2	223653	stimulus	n/a	21
219.0039	0.0	224261	response	n/a	201
219.8926	0.2	225171	stimulus	n/a	25
220.4355	0.0	225727	response	n/a	201
221.4590	0.2	226775	stimulus	n/a	23
222.0352	0.0	227365	response	n/a	201
222.9590	0.2	228311	stimulus	n/a	21
223.9316	0.0	229307	response	n/a	201
224.4414	0.2	229829	stimulus	n/a	24
225.3799	0.0	230790	response	n/a	201
225.9404	0.2	231364	stimulus	n/a	21
226.7314	0.0	232174	response	n/a	201
245.6504	0.2	251547	stimulus	n/a	33
246.2188	0.0	252129	response	n/a	201
247.2334	0.2	253168	stimulus	n/a	34
247.7471	0.0	253694	response	n/a	201
248.8330	0.2	254806	stimulus	n/a	31
249.3467	0.0	255332	response	n/a	201
250.2988	0.2	256307	stimulus	n/a	33
250.8350	0.0	256856	response	n/a	201
251.7480	0.2	257791	stimulus	n/a	31
252.2988	0.0	258355	response	n/a	201
253.2979	0.2	259378	stimulus	n/a	35
253.8828	0.0	259977	response	n/a	201
254.7637	0.2	260879	stimulus	n/a	31
255.4268	0.0	261558	response	n/a	201
256.3467	0.2	262500	stimulus	n/a	32
