onset	duration	sample	trial_type	stim_file	value	event_type
1.8154	0.0	1860	response	n/a	202	incorrect_response
7.8555	0.0	8045	response	n/a	202	incorrect_response
11.9766	0.3	12265	stimulus	n/a	71	car
12.3594	0.0	12657	response	n/a	201	correct_response
13.5254	0.3	13851	stimulus	n/a	156	scrambled_car
13.8867	0.0	14221	response	n/a	201	correct_response
15.0254	0.3	15387	stimulus	n/a	15	face
15.335	0.0	15704	response	n/a	201	correct_response
16.5918	0.3	16991	stimulus	n/a	172	scrambled_car
16.9111	0.0	17318	response	n/a	201	correct_response
18.0742	0.3	18509	stimulus	n/a	61	car
18.4229	0.0	18866	response	n/a	201	correct_response
19.5234	0.3	19993	stimulus	n/a	50	car
19.8945	0.0	20373	response	n/a	201	correct_response
20.9736	0.3	21478	stimulus	n/a	17	face
21.3271	0.0	21840	response	n/a	201	correct_response
22.4727	0.3	23013	stimulus	n/a	115	scrambled_face
22.791	0.0	23339	response	n/a	201	correct_response
23.9053	0.3	24480	stimulus	n/a	20	face
24.1904	0.0	24772	response	n/a	201	correct_response
25.4551	0.3	26067	stimulus	n/a	74	car
25.8311	0.0	26452	response	n/a	202	incorrect_response
26.9541	0.3	27602	stimulus	n/a	139	scrambled_face
27.4629	0.0	28123	response	n/a	201	correct_response
28.5205	0.3	29206	stimulus	n/a	116	scrambled_face
28.9668	0.0	29663	response	n/a	201	correct_response
29.9531	0.3	30673	stimulus	n/a	18	face
30.335	0.0	31064	response	n/a	201	correct_response
31.3857	0.3	32140	stimulus	n/a	136	scrambled_face
31.7344	0.0	32497	response	n/a	202	incorrect_response
32.8027	0.3	33591	stimulus	n/a	14	face
33.1826	0.0	33980	response	n/a	201	correct_response
34.3018	0.3	35126	stimulus	n/a	119	scrambled_face
34.7021	0.0	35536	response	n/a	201	correct_response
35.835	0.3	36696	stimulus	n/a	141	scrambled_car
36.2783	0.0	37150	response	n/a	201	correct_response
37.3506	0.3	38248	stimulus	n/a	158	scrambled_car
37.7822	0.0	38690	response	n/a	201	correct_response
38.8672	0.3	39801	stimulus	n/a	58	car
39.2939	0.0	40238	response	n/a	201	correct_response
40.3994	0.3	41370	stimulus	n/a	12	face
40.6465	0.0	41623	response	n/a	201	correct_response
41.8662	0.3	42872	stimulus	n/a	75	car
42.2305	0.0	43245	response	n/a	201	correct_response
43.332	0.3	44373	stimulus	n/a	80	car
43.71	0.0	44760	response	n/a	201	correct_response
44.7314	0.3	45806	stimulus	n/a	130	scrambled_face
45.2139	0.0	46300	response	n/a	201	correct_response
46.1973	0.3	47307	stimulus	n/a	120	scrambled_face
46.5098	0.0	47627	response	n/a	201	correct_response
47.7969	0.3	48945	stimulus	n/a	2	face
48.1426	0.0	49299	response	n/a	201	correct_response
49.3301	0.3	50515	stimulus	n/a	70	car
49.582	0.0	50773	response	n/a	201	correct_response
50.8955	0.3	52118	stimulus	n/a	146	scrambled_car
51.3184	0.0	52551	response	n/a	201	correct_response
52.4121	0.3	53671	stimulus	n/a	3	face
52.71	0.0	53976	response	n/a	201	correct_response
53.9609	0.3	55257	stimulus	n/a	57	car
54.2061	0.0	55508	response	n/a	201	correct_response
55.5439	0.3	56878	stimulus	n/a	129	scrambled_face
55.8223	0.0	57163	response	n/a	201	correct_response
56.9766	0.3	58345	stimulus	n/a	101	scrambled_face
57.2939	0.0	58670	response	n/a	202	incorrect_response
58.3936	0.3	59796	stimulus	n/a	175	scrambled_car
58.9023	0.0	60317	response	n/a	201	correct_response
59.8926	0.3	61331	stimulus	n/a	111	scrambled_face
60.2695	0.0	61717	response	n/a	201	correct_response
61.4922	0.3	62969	stimulus	n/a	167	scrambled_car
